,country_id,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
293,TUR,37.65033,39.27135,312.68,3.66,1.79,2022-07-06,2002,Terra,MODIS,85,6.1NRT,291.73,67.79,N
294,TUR,37.65801,39.26553,308.43,3.66,1.79,2022-07-06,2002,Terra,MODIS,74,6.1NRT,291.23,51.17,N
295,TUR,37.12981,40.06009,301.79,4.44,1.94,2022-07-06,2233,Aqua,MODIS,27,6.1NRT,290.66,33.75,N
296,TUR,37.13015,40.05178,303.7,4.44,1.94,2022-07-06,2233,Aqua,MODIS,56,6.1NRT,290.86,44.32,N
297,TUR,41.19171,32.62271,308.44,1.17,1.08,2022-07-07,9,Aqua,MODIS,75,6.1NRT,290.3,11.74,N
298,TUR,39.71195,43.00008,323.55,1.08,1.04,2022-07-07,803,Terra,MODIS,70,6.1NRT,306.46,10.63,D
299,TUR,37.59411,39.34464,334.93,1.01,1.01,2022-07-07,803,Terra,MODIS,52,6.1NRT,320.03,8.83,D
300,TUR,37.59253,39.35595,337.04,1.01,1.01,2022-07-07,803,Terra,MODIS,71,6.1NRT,321.41,11.68,D
301,TUR,37.67215,38.223,334.1,1.07,1.03,2022-07-07,803,Terra,MODIS,47,6.1NRT,319.63,9.63,D
302,TUR,37.53699,39.0924,339.73,1.02,1.01,2022-07-07,803,Terra,MODIS,60,6.1NRT,323.8,15.76,D
303,TUR,37.26714,40.70576,357.08,1.01,1.0,2022-07-07,803,Terra,MODIS,97,6.1NRT,323.54,50.35,D
304,TUR,37.22088,40.08472,338.14,1.0,1.0,2022-07-07,803,Terra,MODIS,77,6.1NRT,319.22,14.58,D
305,TUR,38.45199,27.47643,327.95,1.06,1.03,2022-07-07,1115,Aqua,MODIS,42,6.1NRT,312.52,8.51,D
306,TUR,39.59499,27.96458,324.24,1.02,1.01,2022-07-07,1115,Aqua,MODIS,56,6.1NRT,306.59,10.68,D
307,TUR,37.11588,40.37923,309.2,1.04,1.02,2022-07-07,1904,Terra,MODIS,71,6.1NRT,296.73,7.08,N
308,TUR,37.16464,39.51103,312.38,1.1,1.04,2022-07-07,1906,Terra,MODIS,66,6.1NRT,287.64,12.34,N
309,TUR,37.44326,37.15791,310.33,1.37,1.16,2022-07-07,1906,Terra,MODIS,80,6.1NRT,294.68,12.84,N
310,TUR,38.65335,39.7776,303.03,1.12,1.06,2022-07-07,2314,Aqua,MODIS,53,6.1NRT,290.44,7.54,N
311,TUR,41.408,32.13309,319.45,1.04,1.02,2022-07-08,843,Terra,MODIS,75,6.1NRT,300.75,11.31,D
312,TUR,41.25118,31.41882,314.47,1.01,1.01,2022-07-08,843,Terra,MODIS,0,6.1NRT,300.49,7.5,D
313,TUR,41.19927,31.45435,313.44,1.02,1.01,2022-07-08,843,Terra,MODIS,65,6.1NRT,300.38,6.59,D
314,TUR,40.83739,33.21919,330.23,1.13,1.06,2022-07-08,843,Terra,MODIS,83,6.1NRT,304.27,24.51,D
315,TUR,40.80298,32.93124,315.82,1.11,1.05,2022-07-08,843,Terra,MODIS,53,6.1NRT,301.68,7.52,D
316,TUR,40.76146,32.21865,318.37,1.06,1.03,2022-07-08,843,Terra,MODIS,60,6.1NRT,301.14,10.07,D
317,TUR,40.76117,31.64563,318.97,1.03,1.01,2022-07-08,843,Terra,MODIS,69,6.1NRT,302.96,8.68,D
318,TUR,40.7843,31.14126,316.74,1.01,1.0,2022-07-08,843,Terra,MODIS,71,6.1NRT,302.81,7.72,D
319,TUR,40.37273,33.52069,324.67,1.18,1.08,2022-07-08,843,Terra,MODIS,72,6.1NRT,306.72,9.93,D
320,TUR,40.11105,33.05452,320.05,1.14,1.06,2022-07-08,843,Terra,MODIS,33,6.1NRT,302.6,8.56,D
321,TUR,40.08482,32.97888,323.66,1.13,1.06,2022-07-08,843,Terra,MODIS,48,6.1NRT,305.76,9.9,D
322,TUR,39.98888,32.7368,327.26,1.12,1.05,2022-07-08,845,Terra,MODIS,26,6.1NRT,305.62,10.29,D
323,TUR,39.9797,32.56182,329.44,1.1,1.05,2022-07-08,845,Terra,MODIS,66,6.1NRT,307.94,13.08,D
324,TUR,39.95609,32.70097,323.98,1.11,1.05,2022-07-08,845,Terra,MODIS,48,6.1NRT,305.31,8.61,D
325,TUR,39.95864,32.53624,323.49,1.1,1.05,2022-07-08,845,Terra,MODIS,53,6.1NRT,306.58,8.48,D
326,TUR,38.30846,31.61129,324.74,1.07,1.03,2022-07-08,845,Terra,MODIS,50,6.1NRT,308.54,8.02,D
327,TUR,37.91315,32.53995,331.6,1.17,1.08,2022-07-08,845,Terra,MODIS,45,6.1NRT,309.96,14.01,D
328,TUR,37.85096,30.5297,325.28,1.02,1.01,2022-07-08,845,Terra,MODIS,58,6.1NRT,307.25,9.48,D
329,TUR,37.13191,40.42891,334.89,1.19,1.08,2022-07-08,1019,Aqua,MODIS,60,6.1NRT,319.96,11.21,D
330,TUR,37.29985,37.12876,327.81,1.76,1.3,2022-07-08,1019,Aqua,MODIS,44,6.1NRT,311.22,16.36,D
331,TUR,37.42065,37.1465,336.44,1.74,1.29,2022-07-08,1019,Aqua,MODIS,70,6.1NRT,314.7,36.1,D
332,TUR,37.41682,37.12737,339.55,1.75,1.3,2022-07-08,1019,Aqua,MODIS,85,6.1NRT,315.92,43.98,D
333,TUR,37.42369,39.42321,308.47,2.37,1.49,2022-07-08,1949,Terra,MODIS,74,6.1NRT,294.31,25.01,N
334,TUR,37.43257,39.41509,322.84,2.37,1.49,2022-07-08,1949,Terra,MODIS,100,6.1NRT,294.55,68.96,N
335,TUR,37.91774,32.51007,333.37,1.0,1.0,2022-07-09,1102,Aqua,MODIS,35,6.1NRT,316.06,9.16,D
336,TUR,37.8182,29.3517,325.96,1.2,1.09,2022-07-09,1102,Aqua,MODIS,54,6.1NRT,310.82,9.16,D
337,TUR,37.79931,29.24446,330.4,1.21,1.09,2022-07-09,1102,Aqua,MODIS,62,6.1NRT,311.62,16.62,D
338,TUR,37.80893,29.2417,328.95,1.21,1.09,2022-07-09,1102,Aqua,MODIS,41,6.1NRT,311.56,12.69,D
339,TUR,39.95956,32.52429,321.91,1.0,1.0,2022-07-09,1102,Aqua,MODIS,34,6.1NRT,305.91,8.04,D
340,TUR,40.09718,29.50537,326.68,1.1,1.05,2022-07-09,1104,Aqua,MODIS,50,6.1NRT,306.2,12.92,D
341,TUR,40.09506,29.49274,327.24,1.1,1.05,2022-07-09,1104,Aqua,MODIS,54,6.1NRT,307.32,13.94,D
342,TUR,40.1496,29.53048,320.02,1.1,1.04,2022-07-09,1104,Aqua,MODIS,56,6.1NRT,300.5,7.72,D
343,TUR,41.23713,36.46445,320.64,1.37,1.16,2022-07-09,1104,Aqua,MODIS,42,6.1NRT,303.78,11.56,D
344,TUR,40.22905,28.9534,327.25,1.15,1.07,2022-07-09,1104,Aqua,MODIS,44,6.1NRT,303.92,10.38,D
345,TUR,37.60397,39.62836,307.02,1.47,1.2,2022-07-09,1853,Terra,MODIS,59,6.1NRT,294.63,9.75,N
346,TUR,41.30076,36.24116,318.07,1.11,1.05,2022-07-10,833,Terra,MODIS,73,6.1NRT,298.44,9.47,D
347,TUR,40.84616,35.46791,322.4,1.07,1.03,2022-07-10,833,Terra,MODIS,71,6.1NRT,300.37,13.29,D
348,TUR,39.79282,37.08943,323.43,1.26,1.12,2022-07-10,833,Terra,MODIS,31,6.1NRT,307.67,8.86,D
349,TUR,39.10725,34.21822,324.62,1.03,1.01,2022-07-10,833,Terra,MODIS,38,6.1NRT,309.26,6.81,D
350,TUR,38.74253,35.32612,328.42,1.11,1.05,2022-07-10,833,Terra,MODIS,56,6.1NRT,307.39,12.91,D
351,TUR,38.69183,35.62783,324.81,1.14,1.06,2022-07-10,833,Terra,MODIS,56,6.1NRT,307.0,8.87,D
352,TUR,38.55876,34.63354,322.43,1.06,1.03,2022-07-10,833,Terra,MODIS,49,6.1NRT,306.03,7.1,D
353,TUR,38.55163,34.61915,321.74,1.06,1.03,2022-07-10,833,Terra,MODIS,35,6.1NRT,306.72,6.69,D
354,TUR,38.25994,34.00772,327.0,1.03,1.02,2022-07-10,833,Terra,MODIS,26,6.1NRT,307.61,7.09,D
355,TUR,37.60145,36.77115,323.04,1.33,1.14,2022-07-10,833,Terra,MODIS,0,6.1NRT,307.73,8.32,D
356,TUR,37.38886,37.17862,326.62,1.41,1.17,2022-07-10,833,Terra,MODIS,52,6.1NRT,310.62,14.69,D
357,TUR,37.38593,37.194,335.13,1.41,1.18,2022-07-10,833,Terra,MODIS,83,6.1NRT,309.93,34.01,D
358,TUR,37.38121,37.18605,372.41,1.41,1.18,2022-07-10,833,Terra,MODIS,100,6.1NRT,315.25,179.44,D
359,TUR,37.12558,40.50145,330.14,1.73,1.29,2022-07-10,1006,Aqua,MODIS,59,6.1NRT,317.7,16.59,D
360,TUR,37.44215,39.25326,330.45,2.02,1.39,2022-07-10,1006,Aqua,MODIS,44,6.1NRT,318.78,13.42,D
361,TUR,37.74661,38.97998,333.0,2.07,1.4,2022-07-10,1006,Aqua,MODIS,64,6.1NRT,316.0,40.02,D
362,TUR,36.81242,39.53157,306.21,1.52,1.22,2022-07-10,1936,Terra,MODIS,64,6.1NRT,295.13,10.46,N
363,TUR,37.12333,39.92918,315.21,1.62,1.25,2022-07-10,1936,Terra,MODIS,90,6.1NRT,297.02,23.73,N
364,TUR,37.62091,39.09394,315.3,1.47,1.2,2022-07-10,1936,Terra,MODIS,91,6.1NRT,296.4,20.86,N
365,TUR,37.62556,39.10445,309.97,1.47,1.2,2022-07-10,1936,Terra,MODIS,78,6.1NRT,296.38,14.08,N
366,TUR,37.62396,39.08779,309.06,1.47,1.2,2022-07-10,1936,Terra,MODIS,75,6.1NRT,295.99,12.63,N
367,TUR,37.43775,37.12163,311.37,1.17,1.08,2022-07-10,1936,Terra,MODIS,82,6.1NRT,294.09,11.72,N
368,TUR,37.47659,39.44222,329.95,1.87,1.34,2022-07-11,737,Terra,MODIS,64,6.1NRT,315.58,16.65,D
